item_id;vectors
932;-0.40488166|0.24145027|0.0059530884|0.7075341|-0.4335412|0.04222842|-0.06576502|0.053468205|0.66746753|-0.40441975|-0.27183646|0.7731329|-0.07254547|0.03786698|0.5823629|0.16131589|-0.091903985|0.5743961|0.8237536|-0.07744172|0.57113206|-0.47895512|-0.01556173|-0.66054416|0.05426109|0.83333755|-0.19125216|-0.40600634|-0.5591322|-0.29219228|0.33873892|0.2351327|0.2687813|-0.3476537|0.16497397|0.4172537|-0.38470173|-0.010349005|0.3288637|-0.7562859|-0.266667|-0.35911712|-0.39456487|-0.041811526|0.6442416|0.3590958|-0.1744072|-0.43605044|0.2717654|0.7496402|0.31970897|-0.53103304|-0.010716379|-0.5935656|-0.4779636|0.039140545|-0.5458031|-0.0446173|-0.084868506|0.36114335|-0.6140121|0.21927312|-0.18471733|0.2940495|0.18600972|-0.3719977|-0.7364883|0.047224343|-0.23050931|-0.07918344|0.4810189|-0.6988193|0.027117092|-0.42338347|0.50742996|-0.6053158|-0.03300993|-0.14469764|-0.2575257|-0.27173612|-0.034068912|0.046168864|-0.34659213|0.47970766|-0.2786573|-0.38517427|-0.5002173|-0.16006751|-0.79389536|-0.59607273|-0.42138553|0.55029243|0.029674098|-0.37113276|0.27053353|0.12113777|0.07535949|0.23583224|-0.6009375|-0.77690065
933;-0.68266904|0.4858545|0.13445386|0.66545504|-0.74895835|-0.30311283|-0.6749526|-0.32921866|0.61412126|-0.30562243|-0.5120547|0.5969235|0.7148797|-0.019466594|0.6481402|1.165947|-0.5820638|0.45842406|0.9001769|0.47154123|0.57031065|-0.55909884|0.34426156|0.008480966|0.16463643|0.25442314|-0.45615262|-0.21150441|0.15272945|0.06026694|0.37066472|0.58060205|0.38460457|-0.16115662|-0.45059305|-0.23128268|0.14165919|0.4582639|0.47684062|-0.65264744|0.0357448|0.023625813|0.3148311|-0.21195288|0.8863082|0.10713162|-0.028124034|-0.29722726|-0.032921612|0.4371576|-0.45196515|-0.43252057|0.08545274|-0.2932714|-0.32010376|-0.043723997|-1.1145568|0.10869627|-0.31515163|0.45111558|-0.3555665|-0.11245018|0.16348025|-0.25455588|0.15514995|-0.55033165|-0.4072181|-0.28348023|-0.5649027|0.18274768|0.5509358|-0.620789|0.11719421|-0.018393949|0.40982148|-0.54349345|-0.25865838|-0.8933368|-0.07083483|-0.07698107|0.4824354|-0.26963547|-0.013579994|0.4771102|-0.55126715|-0.34042177|-1.1005594|-0.58789724|-0.8604082|-0.106407136|-0.24453378|0.5449009|0.28388515|-0.13735832|0.15271232|0.35974863|0.84808457|0.3288671|-0.46396646|-0.43884197
934;-0.6788372|0.6606573|0.5795175|0.99888194|-0.5471541|0.1782937|-0.1021371|-0.3018723|0.42541188|0.44568932|-0.012672335|0.50236416|0.34862334|-0.13035603|0.47247535|0.281904|-0.093542054|0.51580226|0.50856423|-0.039009426|-0.21831645|-0.6116462|0.033773184|-0.4395403|-0.075747326|0.24834433|0.1251424|-0.39103448|0.0049850047|-0.502125|0.5003703|0.90970826|0.4001329|-0.33483377|-0.56448674|-0.27406076|-0.44279397|0.592808|0.33622822|-0.6527816|-0.40379617|0.56171715|-0.14551559|-0.08524418|-0.35257053|0.15875733|-0.50375724|-0.5204402|0.18974747|0.36957264|0.30900624|-0.8491897|-0.17457446|-0.24324733|-0.007353604|0.47736695|-0.82097965|0.017059727|-0.053726852|0.37555248|-0.8713378|0.14149189|0.036673486|0.14554507|0.31925058|-0.35435808|-0.3156928|-0.31822526|-0.41331244|0.5695374|-0.1454058|-0.48275277|0.18113878|-0.5001096|0.56143683|-0.47712222|-0.63373417|-0.505916|-0.29169923|-0.25648385|0.60208285|-0.2437435|-0.5416609|0.3807168|-0.9207634|-0.35354137|-0.7767433|-0.030844986|-0.20922574|-0.19572434|-0.67306715|0.0926403|0.13445035|-0.109160066|0.58324486|-0.726496|0.18635212|0.5180471|-1.1489329|-0.7827493
935;-0.45073795|-0.06924626|0.43085414|0.6769178|-0.009310186|0.519147|-0.5690484|-0.16341993|0.3210255|-0.44993073|-0.45067263|0.5333342|0.38141736|-0.19880119|-0.19249335|-0.023934007|-0.41633582|0.5881156|0.08190566|-0.6052273|0.0032375678|-0.5996197|0.71540666|-0.67175376|-0.086342916|0.21313676|-0.4473575|-0.8179167|-0.029310137|-0.4598642|0.014617205|0.8838881|0.2021082|-0.5894652|-0.10329579|0.32248864|-0.32568985|0.60074884|-0.22090931|-0.3093227|0.39070186|-0.2554246|0.028153822|-0.34075952|0.83399034|-0.10598563|-0.15552573|-0.8338778|0.6292455|0.35745013|-0.0497694|-0.2755752|0.384541|-0.05991219|-0.42009813|0.6554919|-0.99508584|0.27320862|-0.68848383|-0.014660388|-0.48122627|-0.32824737|0.01568371|0.44827235|0.10212593|-0.024221897|-0.20390591|-0.12167494|-0.9734315|0.0102243535|0.28111157|0.09979117|-0.22416514|-0.42248076|0.015834391|-0.6398188|-0.17540981|-0.3057081|-0.47569054|-0.4622573|-0.20093963|-0.55313504|-0.58074296|0.89108104|-0.14419496|-0.43361133|-0.68742704|-0.3020895|0.05209154|-0.08622229|-0.097973526|0.25136402|-0.15025368|-0.49765152|-0.0057529956|-0.24787983|0.13169377|0.15026501|-0.5860208|-0.21287009
936;-0.4999119|1.1541804|0.36392772|0.62280995|0.09069902|0.0013187453|0.03600654|-0.108266905|0.68169963|-0.039675996|-0.5757295|0.82842255|-0.023762822|-0.32703722|0.08780654|-0.11894637|-0.28912634|1.0171318|0.20610723|0.10715403|-0.13929614|0.52003145|0.4587984|-0.91325843|-0.5620991|0.40205777|0.15953794|0.3964405|-0.642227|-0.5145577|-0.062863454|0.234269|0.9896962|-0.23311958|0.078018814|-0.2290408|-0.5350953|0.31963858|0.76965326|-0.6969178|-0.16557164|-0.18250641|0.030747607|-1.2326158|0.6192896|-0.12719919|-0.5361645|-0.3547279|-0.037364542|1.0465392|0.07487865|-0.13440523|0.15032935|-0.4613769|0.3264743|0.04864549|-0.46387425|-0.06169833|0.15277249|0.49067584|-0.24696419|-0.13099572|0.27556387|0.9837043|-0.79339755|-0.6540466|-0.1573093|-0.22677809|-0.6447973|-0.13452132|0.36823916|-0.106847495|0.30247217|-0.27147886|0.79679716|-0.5456112|-0.22420779|0.037793964|-0.6435733|-0.4138451|0.09479071|-0.48487705|-0.2103745|0.8893019|-0.43133718|-0.30632198|-0.6463792|-0.2501898|-0.161874|0.41452253|-0.48466605|0.5066838|0.38399008|-0.09073317|-0.1340188|-0.59702337|0.9964535|0.5428921|0.15824252|-0.17412314
937;-0.315183|-0.44339857|0.018382445|-0.45201284|-0.2698608|0.38622558|0.35884732|0.5591697|0.6723764|0.37740546|0.12316725|0.52088094|0.57614255|-0.17040041|-0.26841718|0.09189862|0.2064297|0.6955463|0.4361233|0.47086978|0.20134893|-0.6605637|0.40211722|-0.8526481|-0.29869324|0.08102612|-0.41892534|0.060847744|-0.73244476|-0.7445824|0.16322955|1.2669177|-0.19440246|0.19497262|-0.10403289|0.58592963|0.40447342|0.9709854|0.20913167|-0.6611059|-0.1762243|0.2568422|-0.39778453|-0.49816057|0.07977912|1.070285|-0.014219761|-1.0903053|0.17998639|0.6119492|0.113223515|-0.4599528|-0.29127136|-0.2741479|-0.4963687|0.14846732|-0.31419688|0.08177345|-0.27054513|0.9043864|-0.84760773|-0.77709794|-0.13822083|0.38569093|-0.19182552|-0.67801404|-0.39783484|-1.4926766|-1.1473947|0.3964091|-0.032591075|-0.1856541|0.7995266|-0.7824254|-0.24726889|-0.26041013|-0.3630315|-0.655985|0.23680638|-0.503276|0.3003455|-0.36311057|-0.7876586|0.38630918|-0.7072325|-0.5097792|-0.14667426|-0.24838342|-0.700871|-0.027831677|-0.37603155|0.7337315|-0.3629118|-0.4026712|0.29581046|0.12921622|0.21684301|1.1643337|-0.33553648|0.5497652
938;-0.19168094|0.104588|-0.41500553|0.10575172|0.0709351|0.2236524|-0.3333718|-0.7003628|-0.17602113|-0.3611705|-0.67246544|0.638819|0.43361944|-0.03625886|0.43686333|0.12804887|0.3597147|0.8121284|0.4545159|-0.114863336|0.015882328|-0.45750713|0.2752459|-0.63208234|-0.4780748|-0.2876073|-0.25206888|-0.23743512|-0.2974522|-0.759392|0.010945171|0.69401443|0.31994122|-0.616998|0.04952059|0.3420133|0.10418849|0.19384071|0.029570445|-0.23599748|-0.10681948|0.31700873|-0.28535536|-0.23478259|0.757228|-0.1779155|-0.17431615|-0.04120809|0.7606453|0.37875414|0.1362776|-0.41418442|0.21997896|-0.39841634|0.013498664|-0.38283682|-0.52394056|0.09079482|-0.21535063|-0.36984506|-0.62480766|0.3163616|-0.27309403|0.18371798|-0.33432734|-0.09485939|-0.06614844|0.04538995|-0.22655891|0.30638587|0.45936298|-0.2737719|0.74328005|-0.21587907|0.94236517|-0.35358787|-0.5505212|-0.76022|-0.07605085|-0.12989788|0.13345714|-0.43154374|-0.5992998|0.44402024|-0.80119455|0.23829174|-0.7340182|-0.12043695|-0.5521706|0.16945945|-0.57962567|0.49404204|0.28957298|-0.08014348|0.3661789|0.12593088|0.0459947|0.23968501|-0.21798562|-0.47350168
939;-0.017687619|0.40743887|0.114369065|0.47358465|-0.10475336|0.012795955|-0.40238068|0.12546024|0.6460089|-0.4316023|-0.18523544|0.24586275|0.53495747|-0.31679088|0.096621215|0.48637158|-0.12667017|0.6718676|0.50524205|0.16457729|-0.13895933|-0.4182725|0.50399303|-0.11349648|-0.16836542|0.13670926|-0.5230652|-0.3541184|-0.052634567|-0.43677872|0.4890927|-0.09258646|0.11791745|-0.36992115|0.092917375|0.26550964|-0.08079599|0.36120582|0.19364002|-0.35214835|-0.35084033|0.29427075|-0.13380687|-0.46053138|0.6157144|0.52543545|-0.33387798|-0.4400679|0.30800423|0.17914516|0.38094667|-0.742898|-0.17183605|-0.35086244|-0.34544575|0.13951316|-0.55070984|-0.013003118|-0.32057545|0.36282742|-0.5273417|-0.3430751|-0.6584874|0.26596797|-0.22384907|-0.59578437|0.41402397|-0.4167648|-0.40047634|-0.04811755|0.86202896|-0.5071766|-0.033638388|-0.18160927|0.14425711|-0.7296285|-0.22860104|-0.50168884|-0.24543817|-0.5959563|0.3835245|-0.23267572|-0.2868584|0.2593792|-0.7060112|-0.49992675|-0.16098253|-0.17417136|-0.5556196|-0.28974771|-0.4722935|0.13713896|0.3258154|-0.22916621|-0.13562618|-0.07690211|0.17523366|0.286962|-0.5489571|-0.31799272
940;-0.53442407|0.123493046|0.12698488|0.5986457|-0.1335903|0.039205015|-0.13341416|-0.02790543|0.36926675|-0.4610209|-0.31795004|0.23128483|0.7188197|0.06260693|0.43563217|0.02884528|-0.33984149|0.57534885|1.0143194|0.13536571|-0.11762817|-0.20716208|0.114674345|-0.55976987|-0.37435287|0.29510516|-0.11445326|-0.21456851|-0.88590497|-0.2945009|0.28849396|0.2005799|0.46853372|-0.37523174|0.44220608|0.23189034|-0.2701316|0.5720586|-0.1640938|-0.3779737|-0.36650977|-0.17859098|-0.36302125|-0.69788647|0.5951618|0.4558738|-0.50529194|-0.5913586|0.26733702|0.41980994|0.17714636|-0.39298633|-0.29641616|0.05420226|-0.4568323|-0.125497|-0.3693178|0.08050945|0.1689148|0.27379286|-0.29965502|0.11384249|-0.86240554|0.4098331|-0.3524553|-0.24787962|0.37484154|-0.2070404|-0.6891337|-0.116913155|0.42165604|-0.15043023|-0.3979645|-0.20041361|0.045871675|-0.7593057|0.09137584|-0.40430316|0.19062354|-0.3293965|0.6870172|-0.5618958|-0.5309279|0.86390567|-0.685292|-0.30461746|-0.49926186|-0.52347285|-0.5751733|-0.11962674|-0.4871613|0.24249725|0.17087503|-0.84368247|0.34399801|-0.6160692|0.18485154|0.34629902|-0.40760016|-0.6621946
941;-0.13536327|0.40281752|0.4527078|0.4588257|-0.34100392|-0.0133432895|-0.6107312|-0.095315725|0.67051166|-0.6179298|-0.27942193|-0.051987767|0.30089498|-0.19338973|-0.061053902|0.36614522|-0.13139117|0.49327496|0.684721|-0.07247226|0.42606503|-0.48206568|0.18892303|-0.24720052|-0.45822346|0.22671127|0.16339105|-0.32089725|-0.18529989|0.069714785|0.23881707|0.041459292|0.4546094|-0.29941332|-0.15961143|0.13871828|-0.28192446|0.0448319|0.026480943|-0.4117843|-0.006170824|0.37552723|-0.19337118|-0.25262153|-0.009051859|0.17993408|-0.3131475|-0.43819612|0.43397003|0.13127744|-0.080752194|-0.31903863|-0.13328001|-0.20279086|0.15951663|-0.10550905|-0.7596114|0.24341704|-0.24083209|0.21258044|-0.7630373|0.04614611|-0.30577612|0.113970436|-0.16480736|-0.65148795|0.29925716|-0.2517663|-0.27968365|0.1272039|0.49567097|-0.46204683|-0.21726257|-0.4390234|0.39228815|-0.7517177|-0.25196284|-0.63160264|0.30501962|-0.58468765|0.29049677|-0.52199686|-0.27066728|0.014026165|-0.72818077|-0.050431117|-0.82243335|-0.26966155|-0.8320749|-0.4021298|-0.274245|0.23993313|0.105646476|-0.04088664|0.048143096|-0.60596395|0.37747422|0.29130355|0.023372412|-0.5013383
942;-0.5638633|0.12564039|0.58406603|0.46695623|-0.30406368|-0.2948857|-0.4736332|-0.09360142|0.3505031|-0.14883243|0.051300287|0.560661|0.16104865|0.23228957|0.42240262|0.42480266|-0.2258878|0.58369726|0.5574242|0.065431826|-0.09789638|-0.22348458|0.19247481|-0.041744173|-0.26838407|-0.17339538|-0.12471527|0.08888127|-0.30267113|0.121150225|0.5392982|0.23477009|0.39460725|-0.21329324|0.3685124|0.34099728|0.1707889|0.41010845|0.2889083|-0.8333839|-0.5916121|0.05547981|-0.14687288|-0.3504702|0.38813025|-0.12687697|-0.039490342|-0.4930273|0.017581433|0.48407644|-0.18005756|-0.8332046|-0.13408624|-0.61813843|-0.16949822|-0.04920299|-1.0491786|0.25589395|-0.43712956|0.43659082|-0.6722325|-0.039394476|-0.25514147|0.3944798|-0.45074898|-0.16108339|-0.047996633|-0.2684117|-0.010969758|-0.3232531|0.61557454|-0.32473737|-0.1329749|-0.51488614|0.552896|-0.5944037|-0.5204699|-0.52343166|-0.015394438|-0.47512034|0.3315181|-0.2825447|0.07080066|0.41869438|-0.43470168|-0.3979016|-0.4922708|-0.61944485|-0.98448604|-0.031771317|-0.7646705|0.3390996|-0.1645917|-0.32689005|-0.05045235|-0.3517028|0.35898864|0.30401248|0.17142144|-0.9092524
943;-0.04071307|0.10780847|0.11531831|0.61751354|-0.23477602|0.06277142|-0.13258019|-0.17642125|0.36909574|-0.052183874|0.28097236|0.4230335|0.7447647|0.03940405|0.0017762929|-0.12440655|-0.5682714|0.44320852|0.17167032|-0.03824387|0.15101363|-0.8254844|0.4623425|-0.41772556|-0.32476002|0.15854564|-0.006796241|-0.34088793|-0.28894562|-0.48097432|0.01562123|0.32931337|0.7173588|-0.4773391|0.27070042|0.5775869|-0.04093921|0.14515351|0.21146597|-0.46644711|-0.03972195|0.18976717|-0.40986335|-0.24617462|0.4477779|-0.017384037|-0.55117744|-0.52696955|0.17242718|0.4330673|0.17339177|-0.3019842|-0.050575055|-0.66173184|-0.54132676|0.055876285|-0.4921019|-0.085899934|-0.48261994|0.7175768|-0.5242524|-0.06724085|-0.18397766|0.6622124|-0.15912437|-0.3756421|0.25694087|-0.3579882|-0.6726309|0.39053604|0.5021591|-0.7551657|0.30277535|-0.60285443|-0.1740376|-0.3233427|-0.26162234|-0.6008935|0.11530704|-0.13968866|0.49313992|-0.5622976|-0.11910719|0.37015063|-0.60450387|-0.5537107|-0.33343092|-0.41933712|-0.27264875|0.22248|-0.61929977|0.39832085|0.033963516|-0.6528201|0.3516667|-0.42499202|0.27738887|0.24509884|-0.8074571|-0.5971787
944;-0.3041715|-0.05232191|0.049836382|0.3258745|-0.5747865|0.3243522|-0.30085635|-0.43883365|0.50927156|-0.2836855|-0.52871895|0.30094707|0.6709236|0.17022137|0.034941196|0.45092425|-0.21234044|0.7582282|0.405262|-0.3324359|-0.2769695|-0.7705469|0.14156677|-0.092859834|-0.531801|0.025338165|-0.000113382936|-0.47848004|-0.3345606|0.13501194|0.20104101|-0.003998846|0.8833081|-0.45223898|0.45750195|0.4283548|0.03966263|0.24847656|0.27443397|-0.30833322|-0.22966759|-0.13384786|-0.9335474|-0.46064442|0.5743881|0.54740655|-0.49446607|-0.68319696|0.25743407|0.5652302|-0.11610097|-0.5409069|-0.26080614|-0.53084964|-0.27046984|-0.061269958|-0.44365674|0.51743335|-0.47072113|0.24194896|-0.5258204|-0.31428432|-0.4048284|0.68759686|-0.50273794|-0.6906005|0.4439764|-0.609158|-0.4104505|0.24799187|0.3713262|-0.5949105|0.09397537|-0.13531765|0.059019506|-0.6454344|-0.11354498|-0.46584666|0.25085744|-0.77790755|0.21183947|-0.15482597|-0.53971076|0.025689185|-0.5773294|-0.9037684|0.13048276|-0.10646738|-0.6519203|0.017695833|-0.2941489|0.5651273|-0.11750141|-0.2473006|0.019661248|0.09034386|-0.19941905|0.20420685|-0.27230233|-0.35202527
945;-0.286054|0.17462374|0.2992031|0.6987777|-0.5157137|0.31607875|-0.32031432|0.096055545|0.34536695|-0.7776902|-0.33549038|0.14719197|0.41672033|-0.09946552|0.16346094|0.23079322|-0.28094792|-0.018100262|0.6240881|0.23206297|-0.001702331|-0.98698366|-0.050174803|-0.16624981|-0.6049177|-0.011131123|-0.12736632|0.05566196|0.22844696|0.040053964|0.33661783|0.0668181|0.43531263|-0.018807873|0.023552973|0.21430276|-0.0921184|-0.061689585|0.38496768|-0.121629536|-0.3858857|0.25864846|-0.62962455|0.09557003|0.8534099|0.38252124|-0.07914621|-0.19834629|0.8546925|0.38653883|0.16474769|-0.25191283|-0.12130326|0.26620758|-0.34154892|0.67477876|-0.9608021|-0.23493873|0.039301217|-0.033777833|-0.51019603|-0.26883987|-0.59776044|-0.06913616|-0.033156127|-0.4857003|0.0676674|0.22729847|-0.38960525|-0.48073998|0.3774211|-0.7800858|-0.004220709|-0.1135903|0.64876|-0.37533373|-0.5535915|-0.47260466|-0.008586006|-0.20971242|0.52650577|-0.8453412|-0.20662433|0.5648445|-0.27485728|-0.20430905|-0.24730176|-0.08929743|-0.68686473|0.034966365|-0.23620641|0.47349435|0.19231692|-0.7032758|-0.024754062|-0.43330318|0.038675368|0.6357906|-0.4236399|-0.40613848
946;-0.68308043|1.0593737|0.6704138|0.30903|-0.17533651|0.21556628|-0.7351719|-0.53658223|0.59939116|-0.46353263|-0.20228255|0.7627152|0.051872104|0.44220227|0.22372572|0.27210343|-0.07132151|0.2224969|0.5129764|-0.1196852|0.040637374|-0.79007685|0.16723739|-0.07847056|-0.57436585|0.23537573|0.1394791|-0.42720574|-0.22154373|-0.5794319|0.24692622|0.17575336|0.2945137|-0.4063592|-0.36262864|0.08313221|-0.19068569|0.6325741|-0.20771836|-0.33115056|-0.24015926|0.41722694|-0.00015935302|-0.8347994|-0.2041421|-0.054715708|-0.48249224|-0.48844445|-0.028584093|0.7733044|-0.105306864|-0.6274317|-0.028429896|-0.47283176|-0.15394312|-0.11883234|-0.7546735|0.31823832|-0.60856915|0.10505077|-0.6179763|-0.44508344|-0.107869625|0.45379746|-0.3797096|-0.57371056|0.09193004|-0.29281187|-0.3444096|0.16193396|0.44405398|-0.29874045|0.46112645|0.08306256|-0.14463854|-0.31995803|-0.7599387|-0.7299875|-0.2555743|-0.38231912|0.18681586|-0.5951532|-0.38033846|0.65903807|-0.58180916|-0.498334|-0.28827673|-0.16828653|-0.6221469|0.007865632|-0.573583|-0.03081432|0.19662419|-0.32907382|0.34270927|-0.66141886|0.50952715|0.5739054|-0.5586749|-0.24606523
947;-0.70382273|0.3336783|0.13495699|0.63848543|-0.42301512|-0.47102827|-1.0433751|0.3322642|0.51313555|-0.20050792|-0.6450636|0.9985237|0.62515604|-0.3965842|-0.08520377|0.48671716|-0.8349087|0.26879913|0.2426179|-0.19403481|0.39652783|-0.7440723|0.5172189|-0.57199365|0.041224092|0.6752061|-1.0195246|-0.0007492155|-0.9146462|-0.15374729|0.2664891|0.30315822|0.8608694|-0.16596375|0.8428418|0.21999618|-0.028318003|0.46733257|0.46887046|-0.36745107|0.13655916|-0.47319493|-0.417466|-0.8182294|0.49410105|0.4073472|-0.72119784|-0.70631313|0.2352027|0.8788461|0.10468872|-0.8301694|-0.010038227|-0.3826591|-1.0902404|-0.3492198|-0.21192822|-0.112873286|-0.1530499|0.5990625|-0.3557207|0.29240608|0.17450985|0.025823295|0.06577863|-0.16206676|-0.51760966|-0.29904604|0.17556739|-0.5938952|0.32988915|-0.35927647|-0.37601423|-0.5953822|0.06582224|-0.27639788|-0.777002|-0.710051|0.37534407|-0.24469139|0.5974124|0.027981937|-0.3912021|0.43043187|-1.0495713|-0.36324546|-0.5480398|-0.12652357|-0.20006955|-0.19260691|-0.74441934|0.234525|0.08249201|-0.07014969|0.47464633|0.32450494|0.29593638|0.28249818|-0.28051963|-1.042797
948;-0.093949065|-0.087271094|0.09333501|0.059230417|-0.0933941|0.1296359|-0.08770409|-0.26394743|0.8823625|-0.058560416|-0.27968025|0.37131527|0.36495456|-0.29633838|0.105649084|0.588714|0.31543744|0.2559988|0.067341834|0.30028307|0.22038269|-0.5772723|0.18228292|-0.2795365|0.17587757|0.46828842|-0.4995102|-0.39411622|-0.41644096|-0.09210642|0.3879829|0.65344644|0.49477693|-0.051527306|-0.08965253|-0.16286427|0.47968066|0.3614632|-0.10955043|-0.96460056|-0.36172435|0.40013286|0.01904355|-0.29701006|0.63442403|0.5193612|-0.5323247|-0.8311938|0.16749297|0.029170185|0.084713295|-0.944088|0.12689069|-0.023644656|-0.44802618|0.17285591|-0.712409|0.07032685|-0.2746442|1.0405042|-0.6538393|0.08694324|0.10857728|-0.02893345|-0.53284174|-0.6231315|-0.061048485|-0.56812394|0.0031813383|0.42002264|0.40546188|-0.44289058|-0.116779156|-0.15735015|0.024518222|-0.57967865|-0.52979785|-0.36672908|-0.095431335|-0.2398247|0.21569145|-0.6827695|-0.5529517|0.17345974|-0.76905113|-0.6975426|-0.24111278|-0.5699963|-0.83090913|-0.6440479|-0.45529068|0.23606312|-0.2644921|-0.03195545|0.49089748|-0.5317985|0.4586269|0.16324714|-0.51766783|-0.26434696
949;-0.3634387|0.25115544|0.30750632|0.45377734|0.036165297|-0.3689548|-0.3965394|0.17392245|0.7012273|-0.23030557|-0.07384196|0.60832155|0.7699667|-0.018834755|0.46681106|0.087885976|0.015962228|0.25303504|0.5340554|0.006879445|0.03034157|-0.75598806|0.40560815|-0.5702302|-0.31441933|-0.016031146|0.038092256|-0.786427|-0.089102626|-0.30281863|0.2082332|0.19600788|0.27297947|-0.6081005|-0.21241087|0.3927213|-0.07561304|0.72049475|-0.09567709|-0.23646253|-0.5236732|0.052860975|0.27557603|-0.64005655|0.34297353|0.6270396|-0.50204235|-0.7093998|0.3903427|0.30872148|0.55499935|-0.6120111|-0.4487564|-0.22787687|-0.1810228|-0.03350701|-0.30300173|-0.11886832|-0.37618703|0.72224814|-0.205414|0.005311042|-0.45425063|-0.005044073|-0.0051900297|-0.54861844|0.31190684|-0.6635179|-0.43637013|0.10121036|0.2224518|-0.4785459|0.191909|-0.10198037|0.4685569|-0.60226154|-0.121917054|-0.6957586|-0.4375969|-0.4907354|0.47949523|-0.58997357|-0.025064498|0.5596915|-0.2052016|-0.2491505|-0.31530386|-0.68958914|-0.6272696|-0.10309163|0.29932427|0.028888077|0.33462423|-0.60150886|0.17601384|0.10333118|0.21548487|0.32951266|-0.36440694|-0.7736367
950;-0.14499556|0.6885375|0.14990485|0.3105555|-0.35254976|-0.38087264|-0.41871202|-0.12494695|0.16447362|-0.53565013|-0.21231592|0.048342228|0.59436363|-0.15745217|0.2855502|0.3120935|-0.36778373|0.76403093|0.80577755|0.0060946085|-0.3814575|-0.8236088|-0.026577592|-0.29812095|-0.050630778|0.37858844|-0.28006223|-0.28891453|-0.2672545|-0.20951949|-0.043079272|0.47409895|0.4793127|-0.3216907|-0.12328549|0.3801902|0.06263417|0.28335348|0.1093529|-0.61815083|-0.41392434|0.10386172|-0.121286325|-0.48608562|0.50050676|0.90921867|-0.41554233|-0.40696564|0.19700795|0.47397956|0.28806746|-0.5862978|-0.3883016|-0.33416107|-0.46302134|-0.2236546|-0.29661483|-0.29713702|-0.25749415|0.96554613|-0.18093526|-0.073802955|-0.5013371|0.2964769|0.062029764|-0.64250386|0.01663024|-0.25901088|0.12991762|0.4362838|0.35714957|-0.53338605|0.48306876|-0.4562223|0.29284656|-0.24007335|-0.18514642|-0.34496605|0.07331464|-0.2791357|0.71112424|-0.5127491|0.0063207746|0.546881|-0.39865792|-0.18975042|-0.2200088|-0.04330945|-0.36091924|0.10683158|-0.46346927|-0.34343976|0.18612862|-0.04351598|0.06409874|-0.7383699|0.5905988|0.34180534|-0.5730267|-0.72670424
951;-0.6211326|0.26070833|0.19361252|0.60411644|-0.52068007|0.45215353|0.2649923|0.32318375|0.3242575|0.20461018|-0.07973096|0.3519625|0.5795319|-0.44261092|-0.31277215|-0.024843246|-0.44393343|0.27724057|0.8801657|0.3571974|-0.3328151|-0.39615694|0.25921798|-0.8259118|0.13692892|0.5278697|-0.1171943|-0.47768527|-0.36410677|-0.20105462|-0.0281367|-0.26945406|0.67225873|-0.40419567|0.25704983|0.68364793|-0.017590575|0.3754623|-0.14811955|-0.43985403|-0.14297141|0.46325254|-0.48116344|-0.3371426|0.17063493|0.027134404|-0.4524029|-0.38070115|0.05202751|0.5533355|0.46597508|-0.79600453|-0.056311004|-0.42281696|-0.4990536|-0.39488095|-0.8482298|0.07334703|-0.4943713|0.6565057|-0.9160811|0.4618065|-0.22365761|0.24320504|-0.2363|0.022886336|-0.45047423|-0.7449455|-0.5645671|-0.2802136|0.20801471|-0.2112351|0.2558321|-0.65719354|0.36887172|-0.5464618|-0.41765708|-0.72325945|-0.027029831|-0.58838874|0.50751466|-0.26317826|0.25747576|0.27243128|-0.19578624|-0.47922334|-0.059622407|-0.17877822|-0.06332052|0.2515829|-0.47697642|0.5268005|0.33531502|-0.3607056|0.6184323|-0.5773746|0.13935746|0.092776954|-0.5450543|-0.4369379
952;-0.3013712|0.145917|0.006905183|0.47615433|-0.37375718|0.29801977|-0.043403253|-0.1984487|0.13329965|-0.820146|-0.10783872|0.38496807|0.33448437|0.13961138|0.12955004|0.36020476|0.059295014|0.17525253|0.5821797|0.6191324|0.41590422|-0.6145205|-0.0199413|0.3499792|-0.56598306|-0.22316022|0.16874921|-0.39301887|0.1133019|-0.4079944|0.48804408|0.18404797|0.42263123|-0.29579493|-0.18651384|0.48282406|-0.10978513|0.34004417|0.22675622|-0.60912406|-0.32065326|0.29835546|0.049459234|-0.23980479|0.22925752|0.61558735|-0.04403223|-0.47580445|0.28641558|0.055655837|0.37818128|-0.26400983|-0.5958825|-0.59453475|-0.47145832|0.27717987|-0.6786745|-0.2828681|-0.21242487|0.15542549|-0.5679126|-0.12848122|-0.5734894|-0.14414556|-0.23518448|-0.09441158|-0.22073212|-0.35018963|-0.37529048|0.061312787|0.6696966|-0.3791444|0.46316326|-0.3193397|0.72611153|-0.81416774|-0.4598164|-0.7669263|-0.52540255|-0.22402248|0.083118245|-0.30131242|-0.21473399|0.37577957|-0.70802283|-0.42054075|-0.41874504|-0.3484858|-0.9256288|-0.115022935|0.19191349|0.67854154|0.47040835|-0.6251131|0.3001542|-0.27845058|-0.3670765|0.3350437|-0.36965644|-0.47330004
