,genres,original_language,popularity,release_date,runtime,status,vote_average,vote_count
15741,6,14,1.092424,2005,106,0,5,15.0
15742,3,1,6.598296,2010,80,0,5,228.0
15743,14,1,0.436199,2010,91,0,6,12.0
15744,3,13,1.49222,2005,150,0,6,15.0
15745,6,14,2.8614349999999997,2008,130,0,7,42.0
15746,8,4,1.012359,1967,100,0,4,12.0
15747,8,1,1.599099,1962,98,0,5,16.0
15748,2,13,1.096517,1956,144,0,8,6.0
15749,14,1,9.248513,2007,87,0,7,66.0
15750,6,1,4.252324,1985,111,0,6,7.0
15751,20,1,0.47082299999999994,1992,145,0,6,11.0
15752,11,2,1.2049530000000002,1989,92,0,6,17.0
15753,5,18,0.962933,2008,94,0,5,8.0
15754,3,2,1.046124,2008,110,0,6,13.0
15755,8,4,4.401621,1966,93,0,5,20.0
15756,5,18,1.415683,1967,108,0,6,14.0
15757,2,1,0.955192,1974,74,0,6,15.0
15758,2,1,0.441046,2007,97,0,3,4.0
15759,3,7,1.151656,2004,108,0,6,9.0
15760,3,7,0.512893,2008,90,0,5,2.0
15761,3,39,1.253675,2010,140,0,6,32.0
15762,2,39,1.063064,2000,178,0,6,25.0
15763,3,1,4.3268379999999995,2010,113,0,6,94.0
15764,2,24,0.13916800000000001,1977,94,0,6,1.0
15765,2,1,0.074153,2005,25,0,7,2.0
15766,3,7,0.806664,2004,87,0,7,7.0
15767,14,1,0.086141,2008,97,0,6,2.0
15768,14,1,2.627643,2010,90,0,7,34.0
15769,3,1,0.0008089999999999999,1981,94,0,7,1.0
15770,13,1,1.3790040000000001,1988,49,0,5,4.0
15771,2,1,15.280219,2010,90,0,6,243.0
15772,2,7,1.652859,1929,93,0,8,9.0
15773,14,7,0.14590799999999998,2009,100,0,5,4.0
15774,3,1,0.588318,1976,110,0,6,9.0
15775,3,1,1.495106,1921,27,0,7,21.0
15776,3,1,1.448899,1968,97,0,4,4.0
15777,3,1,0.634836,1921,26,0,6,15.0
15778,14,2,0.382243,2001,89,0,5,2.0
15779,16,1,3.142663,1996,135,0,5,13.0
15780,14,1,3.0631630000000003,2010,116,0,7,12.0
15781,5,1,3.8748110000000002,2008,94,0,4,36.0
15782,2,39,1.3730440000000002,2002,149,0,6,15.0
15783,2,39,1.092782,2003,197,0,4,7.0
15784,3,10,1.5519319999999999,1950,90,0,7,4.0
15785,11,4,0.9182600000000001,1953,93,0,6,10.0
15786,8,1,7.888013000000001,2011,119,0,5,1274.0
15787,2,1,0.100372,1952,102,0,6,1.0
15788,2,1,0.674983,1963,115,0,6,7.0
15789,3,1,1.930445,1921,22,0,6,22.0
15790,10,1,1.114303,1922,20,0,6,15.0
15791,2,1,9.402082,2010,133,0,6,462.0
15792,4,1,5.510805,2010,100,0,6,138.0
15793,16,1,0.40170700000000004,1929,90,0,4,3.0
15794,8,1,4.518656,1960,102,0,6,9.0
15795,6,1,0.8340190000000001,2009,94,0,5,7.0
15796,3,1,1.42553,1922,18,0,6,28.0
15797,2,11,0.8102189999999999,1975,151,0,6,8.0
15798,20,39,4.23908,2008,183,0,6,84.0
15799,2,1,0.489202,1957,109,0,7,3.0
15800,3,1,0.645252,1938,90,0,6,8.0
15801,2,1,0.925414,1963,90,0,7,2.0
15802,2,1,0.7371949999999999,1942,98,0,5,4.0
15803,12,1,4.495038,2009,120,0,5,26.0
15804,12,11,4.134328,2010,138,0,7,52.0
15805,2,39,1.172228,1994,206,0,6,21.0
15806,3,1,0.574925,1962,106,0,5,10.0
15807,3,1,1.009415,2005,88,0,5,10.0
15808,8,36,9.596685,2010,95,0,5,96.0
15809,4,1,13.471159,2011,95,0,5,756.0
15810,3,1,1.154887,2010,79,0,7,9.0
15811,8,13,6.355452,2010,109,0,6,92.0
15812,2,10,0.48603599999999997,2006,100,0,6,6.0
15813,2,12,0.937559,1996,159,0,7,10.0
15814,2,2,0.26258200000000004,1967,90,0,7,6.0
15815,2,7,0.8357459999999999,1999,91,0,6,7.0
15816,4,1,1.914869,1992,82,0,5,14.0
15817,11,2,1.015323,1961,130,0,6,18.0
15818,2,2,1.125284,1949,88,0,7,16.0
15819,2,2,1.520318,2008,103,0,6,10.0
15820,2,14,1.935173,2002,115,0,7,12.0
15821,2,10,0.837614,1960,91,0,7,9.0
15822,2,2,0.286321,1996,90,0,7,4.0
15823,2,13,0.7267899999999999,1969,215,0,7,11.0
15824,2,10,0.664293,2004,78,0,6,10.0
15825,20,1,1.381515,1939,82,0,5,13.0
15826,2,10,0.6345390000000001,2010,104,0,5,6.0
15827,3,1,1.1964860000000002,1952,92,0,7,4.0
15828,2,13,1.138694,2001,132,0,7,9.0
15829,5,1,0.8688040000000001,2008,80,0,4,15.0
15830,17,2,1.2366409999999999,1968,94,0,6,16.0
15831,3,1,0.10313499999999999,1962,87,0,6,2.0
15832,2,2,0.348911,1999,107,0,4,4.0
15833,20,2,4.847639,2009,90,0,6,42.0
15834,5,2,2.373442,2004,98,0,5,27.0
15835,6,2,0.8259780000000001,1949,100,0,8,8.0
15836,17,1,0.11158699999999999,2009,85,0,2,3.0
15837,8,1,10.958669,2011,119,0,5,2054.0
15838,15,1,0.071756,1999,94,0,4,2.0
15839,3,10,0.218236,2010,108,0,6,4.0
15840,2,7,1.37038,2006,103,0,6,14.0
15841,13,4,0.627887,2007,104,0,6,5.0
15842,5,1,0.504767,1970,91,0,4,9.0
15843,2,1,0.02567,1967,87,0,5,1.0
15844,2,12,0.488422,2004,89,0,5,7.0
15845,2,1,0.22964,2009,109,0,5,4.0
15846,8,1,1.740472,2000,73,0,5,7.0
15847,2,25,1.1792770000000001,2002,98,0,6,7.0
15848,14,2,1.426909,2010,98,0,6,8.0
15849,8,35,0.6343409999999999,2007,92,0,6,12.0
15850,3,2,1.0491409999999999,1922,30,0,6,13.0
15851,3,1,0.743502,1922,25,0,6,11.0
15852,9,1,0.16769,1961,99,0,6,4.0
15853,3,1,1.022589,1999,90,0,6,4.0
15854,3,1,2.621466,1975,92,0,5,15.0
15855,3,1,0.419191,2009,102,0,4,2.0
15856,8,1,0.77581,1943,88,0,5,4.0
15857,2,2,4.636083,2008,96,0,6,71.0
15858,2,1,7.836321000000001,2009,104,0,6,120.0
15859,16,1,0.48803100000000005,2010,89,0,6,11.0
15860,7,1,6.345512,2010,6,0,7,272.0
15861,3,1,1.274233,2008,57,0,7,12.0
15862,3,1,1.631019,2006,72,0,6,13.0
15863,4,1,0.142267,1952,105,0,5,4.0
15864,2,1,0.263297,1969,107,0,6,7.0
15865,3,1,0.342638,1960,85,0,5,7.0
15866,4,1,0.909065,1944,100,0,4,4.0
15867,14,1,0.8270350000000001,2010,83,0,6,15.0
15868,1,1,0.973352,1964,28,0,7,27.0
15869,2,1,0.11115,1944,140,0,6,2.0
15870,2,1,1.7090310000000002,1928,102,0,7,14.0
15871,3,1,1.2230969999999999,1922,17,0,5,11.0
15872,3,1,1.1346559999999999,1922,19,0,7,15.0
15873,3,1,0.102573,2007,91,0,5,1.0
15874,3,1,7.5130669999999995,2011,111,0,5,306.0
15875,2,1,2.178315,2010,101,0,5,32.0
15876,2,1,0.393469,1941,88,0,7,4.0
15877,2,1,0.948775,1936,103,0,2,2.0
15878,2,1,0.605685,1972,100,0,6,5.0
15879,1,1,6.954592999999999,2006,94,0,4,60.0
15880,19,1,0.15194000000000002,2002,172,0,4,3.0
15881,3,2,1.697152,1922,18,0,6,14.0
15882,3,1,0.7777689999999999,1940,89,0,5,5.0
15883,2,1,0.657406,1979,90,0,5,4.0
15884,2,1,1.27598,1949,94,0,7,3.0
15885,3,1,8.832903,2010,107,0,7,117.0
15886,14,1,0.21679,2008,106,0,5,6.0
15887,2,1,1.532597,2008,79,0,6,11.0
15888,6,7,0.594783,2010,97,0,6,9.0
15889,7,1,0.130351,2010,85,0,5,1.0
15890,14,1,0.294104,2010,87,0,6,2.0
15891,15,7,0.851733,2007,114,0,6,8.0
15892,3,14,0.7803399999999999,2009,89,0,6,13.0
15893,11,1,1.8054290000000002,1957,77,0,7,11.0
15894,2,7,1.1471209999999998,1971,103,0,6,9.0
15895,2,1,1.162099,2008,72,0,6,15.0
15896,2,1,0.324705,1952,105,0,6,4.0
15897,2,8,3.210913,2004,95,0,6,17.0
15898,2,2,0.22154400000000002,2006,105,0,5,4.0
15899,2,2,1.196217,1966,135,0,7,10.0
15900,14,2,0.55558,2003,101,0,7,7.0
15901,2,14,2.706614,2010,139,0,6,48.0
15902,2,4,0.5468,2008,104,0,6,7.0
15903,2,1,0.8011560000000001,1993,75,0,6,15.0
15904,11,1,0.75071,1937,97,0,4,7.0
15905,3,1,0.591217,1930,90,0,4,4.0
15906,2,20,1.8128990000000003,2010,99,0,6,15.0
15907,2,2,0.003013,1984,111,0,8,9.0
15908,5,4,1.812472,1971,92,0,7,12.0
15909,20,14,4.26424,2010,106,0,6,71.0
15910,8,13,0.7534649999999999,1978,105,0,5,7.0
15911,8,1,0.261219,1951,93,0,6,5.0
15912,2,1,3.250812,1951,92,0,6,14.0
15913,20,1,12.114955,2011,105,0,7,3888.0
15914,14,1,0.760211,2009,83,0,6,14.0
15915,14,1,2.4090759999999998,2010,94,0,7,37.0
15916,2,1,0.38784,1936,74,0,7,2.0
15917,3,1,1.1049440000000001,2010,75,0,7,6.0
15918,3,1,0.49543100000000007,2002,91,0,6,4.0
15919,2,1,0.707491,1997,102,0,6,3.0
15920,3,2,4.743279,2008,100,0,5,69.0
15921,1,7,0.8451870000000001,1924,83,0,6,7.0
15922,2,7,0.375369,1940,98,0,3,9.0
15923,8,13,0.9771620000000001,1980,117,0,5,4.0
15924,8,13,0.947615,1981,122,0,6,7.0
15925,7,13,6.518028,2009,108,0,7,129.0
15926,20,1,12.805294,2010,108,0,6,537.0
15927,7,4,0.6141479999999999,2003,90,0,7,9.0
15928,3,2,1.289526,2009,101,0,6,19.0
15929,2,4,0.38744,2004,100,0,6,10.0
15930,9,1,1.0696510000000001,2007,95,0,6,22.0
15931,3,1,1.701368,1923,22,0,5,12.0
15932,3,1,0.639966,1923,20,0,6,17.0
15933,3,12,2.7214490000000002,2010,85,0,7,36.0
15934,14,1,0.383393,2009,93,0,6,9.0
15935,6,39,1.139385,2002,165,0,5,15.0
15936,2,2,3.9177089999999994,2010,104,0,6,72.0
15937,2,1,6.182802,2010,110,0,6,141.0
15938,3,1,1.27534,1947,116,0,7,11.0
15939,6,4,10.625786999999999,1963,130,0,7,13.0
15940,2,1,1.083518,1944,93,0,6,12.0
15941,2,1,0.219575,1961,107,0,6,4.0
15942,2,1,0.369775,1944,105,0,8,2.0
15943,5,1,1.628307,2010,96,0,5,21.0
15944,5,1,2.726794,2010,96,0,3,37.0
15945,14,1,2.6882900000000003,2011,201,0,6,70.0
15946,3,1,0.48961499999999997,2010,105,0,7,6.0
15947,5,1,1.2506030000000001,1976,100,0,2,7.0
15948,14,1,0.052171,1968,93,0,4,1.0
15949,14,1,0.749686,2008,95,0,3,3.0
15950,2,1,0.574971,1953,90,0,5,7.0
15951,2,1,0.404973,1938,103,0,2,3.0
15952,3,1,0.31990599999999997,1943,94,0,6,5.0
15953,2,1,0.336615,1955,105,0,8,3.0
15954,2,1,0.470596,1967,105,0,6,8.0
15955,11,3,1.532239,2011,116,0,6,10.0
15956,6,1,6.137055999999999,2002,89,0,3,239.0
15957,8,1,0.3507,2002,97,0,3,1.0
15958,15,1,0.7078949999999999,1951,95,0,7,1.0
15959,14,1,5.621509,2009,39,0,7,17.0
15960,8,1,0.6633479999999999,1956,104,0,4,1.0
15961,3,1,8.88057,2011,107,0,6,1367.0
15962,3,1,3.820477,2009,94,0,5,26.0
15963,6,1,6.807442,2011,119,0,7,923.0
15964,2,1,7.128117,2011,114,0,5,577.0
15965,2,1,5.059285,2010,91,0,7,104.0
15966,7,1,7.786764999999999,2011,76,0,6,121.0
15967,2,1,0.504405,1980,95,0,6,6.0
15968,14,1,0.652975,2010,89,0,5,10.0
15969,2,18,0.853938,2009,64,0,6,12.0
15970,2,14,0.800976,2005,89,0,8,7.0
15971,2,2,0.162221,1999,63,1,7,2.0
15972,2,2,0.9855959999999999,2009,120,0,6,16.0
15973,3,1,0.9078629999999999,1954,92,0,6,9.0
15974,2,1,0.8128810000000001,1976,107,0,8,7.0
15975,14,36,0.404131,2000,83,0,6,7.0
15976,2,25,0.46634200000000003,2008,102,0,6,4.0
15977,6,1,0.48068,1960,101,0,5,4.0
15978,2,14,0.7009890000000001,1996,115,0,7,8.0
15979,2,1,0.324251,1978,94,0,5,3.0
15980,2,13,0.18021900000000002,2005,115,0,7,4.0
15981,3,10,0.128019,2003,90,0,5,1.0
15982,6,1,1.009744,1954,80,0,6,11.0
15983,3,1,0.832799,1976,121,0,6,7.0
15984,2,39,0.171156,1993,130,0,6,3.0
15985,14,1,0.219281,2006,104,0,8,1.0
15986,2,2,0.402466,2003,112,0,4,3.0
15987,2,11,1.935128,2010,77,0,6,21.0
15988,12,1,0.723591,1954,83,0,5,5.0
15989,1,1,2.8730119999999997,2001,97,0,4,39.0
15990,8,13,0.678387,1968,115,0,7,17.0
15991,2,1,0.5356609999999999,2010,85,0,3,7.0
15992,3,1,1.992752,2005,105,0,5,13.0
15993,2,1,2.216959,2010,134,0,7,22.0
15994,12,7,0.46390699999999996,1945,110,0,5,4.0
15995,4,1,0.9099459999999999,1937,92,0,6,2.0
15996,3,1,11.096527,2011,107,0,5,87.0
15997,2,29,0.7092579999999999,1963,88,0,8,3.0
15998,5,1,4.009138,2009,100,0,5,19.0
15999,5,13,0.8757739999999999,1983,133,0,5,5.0
16000,2,13,0.301613,1982,100,0,5,7.0
16001,2,1,4.582024,2010,117,0,5,80.0
16002,8,1,14.443598999999999,2011,113,0,6,1288.0
16003,8,1,7.000775,2011,108,0,5,347.0
16004,3,1,4.84886,2011,87,0,5,135.0
16005,8,1,1.0188760000000001,2002,83,0,4,4.0
16006,5,1,5.936241000000001,2010,86,0,5,110.0
16007,7,1,9.244469,2011,84,0,5,547.0
16008,3,1,0.691018,1940,57,0,6,17.0
16009,2,1,0.360311,1931,85,0,3,4.0
16010,10,1,0.457611,1939,81,0,5,9.0
16011,2,1,1.378727,1967,132,0,6,8.0
16012,11,1,0.19688599999999998,1998,105,0,10,1.0
16013,2,1,2.179351,2005,223,0,7,26.0
16014,3,1,0.30082600000000004,1960,157,0,3,2.0
16015,3,1,0.100301,1941,105,0,6,1.0
16016,2,1,0.31011500000000003,1936,118,0,6,2.0
16017,2,1,0.153857,1959,100,0,7,4.0
16018,1,1,0.498079,1948,99,0,6,4.0
16019,8,1,0.372404,1931,122,0,2,2.0
16020,3,1,7.787592999999999,2010,91,0,6,151.0
16021,5,1,0.649984,1971,85,0,5,18.0
16022,2,14,6.266701,2009,119,0,8,130.0
16023,12,2,10.741315,2009,139,0,6,33.0
16024,9,1,8.419427,2010,92,0,4,165.0
16025,3,10,0.47067299999999995,1969,90,0,5,8.0
16026,20,1,1.52385,2009,96,0,4,17.0
16027,2,1,1.124815,2010,88,0,4,15.0
16028,8,1,0.09068899999999999,1971,85,0,7,6.0
16029,2,1,0.49977200000000005,2006,63,0,6,6.0
16030,15,1,0.686753,1994,60,0,8,3.0
16031,14,1,0.42007799999999995,2010,117,0,6,11.0
16032,4,1,10.24382,2011,104,0,6,1825.0
16033,2,25,2.898859,2010,105,0,7,44.0
16034,20,4,1.562543,1972,94,0,6,17.0
16035,2,2,1.340154,2009,110,0,6,14.0
16036,3,1,0.894307,1962,123,0,6,9.0
16037,2,28,1.213651,1996,110,0,6,15.0
16038,2,1,1.016382,2005,72,0,5,7.0
16039,8,3,2.6489,1984,98,0,7,17.0
16040,1,1,1.808388,1972,99,0,5,13.0
16041,2,1,1.051593,2008,102,0,6,7.0
16042,14,1,1.3723459999999998,2006,86,0,7,11.0
16043,2,2,2.2459290000000003,2009,88,0,6,20.0
16044,1,2,0.00022,1983,117,0,8,7.0
16045,2,1,1.0493709999999998,1992,116,0,6,7.0
16046,8,1,3.8648599999999997,2008,102,0,6,36.0
16047,4,1,0.315662,1920,130,0,5,5.0
16048,2,1,0.48018599999999995,1919,80,0,6,4.0
16049,2,11,2.131384,2000,122,0,7,39.0
16050,11,1,2.8537369999999997,2009,240,0,7,39.0
16051,2,1,0.18545,1914,48,0,5,4.0
16052,2,1,4.290624,2009,120,0,7,82.0
16053,3,13,0.798005,2007,101,0,7,19.0
16054,2,1,0.956887,1996,101,0,6,1.0
16055,2,3,0.974875,2007,94,0,6,10.0
16056,3,10,0.70595,1995,95,0,4,4.0
16057,2,1,0.07157899999999999,1963,95,0,7,1.0
16058,3,1,0.6190760000000001,1975,118,0,5,8.0
16059,2,14,0.208569,2001,107,0,6,5.0
16060,3,1,3.5740309999999997,2009,105,0,6,45.0
16061,3,7,2.098595,1944,97,0,6,41.0
16062,10,1,0.741432,1957,86,0,6,7.0
16063,1,1,7.668829,2011,105,0,5,608.0
16064,7,1,10.581925,2011,107,0,6,2094.0
16065,4,1,0.588655,1953,103,0,6,6.0
16066,3,1,8.132811,2011,97,0,6,215.0
16067,2,13,5.8827620000000005,2010,106,0,7,233.0
16068,17,1,9.420301,2011,106,0,6,1677.0
16069,1,1,0.249567,1998,85,0,7,2.0
16070,8,1,0.47824300000000003,1947,128,0,6,4.0
16071,2,1,0.263403,1942,81,0,6,4.0
16072,16,1,1.462217,2008,86,0,8,14.0
16073,2,2,0.07482899999999999,1975,177,0,2,2.0
16074,3,35,1.885261,2010,92,0,6,27.0
16075,2,1,0.9769899999999999,1943,119,0,6,10.0
16076,9,1,3.566565,1968,117,0,6,6.0
16077,14,1,0.0339,1972,93,0,7,6.0
16078,14,1,0.945099,1974,49,0,6,10.0
16079,14,1,0.151281,2008,87,0,6,4.0
16080,3,1,9.668784,2010,100,0,6,89.0
16081,2,1,0.622868,1943,80,0,6,2.0
16082,2,18,0.9040159999999999,1962,98,0,7,9.0
16083,2,1,1.4102290000000002,1956,107,0,6,8.0
16084,14,1,2.065029,2010,85,0,6,58.0
16085,8,1,9.832342,2011,93,0,6,1066.0
16086,3,1,9.13273,2011,105,0,5,627.0
16087,4,1,6.196929,2011,114,0,5,426.0
16088,8,1,9.388376,2011,109,0,5,1606.0
16089,20,35,0.41194899999999995,2008,108,0,6,3.0
16090,14,1,1.378839,2009,86,0,6,27.0
16091,8,11,1.7828689999999998,2009,102,0,5,19.0
16092,12,1,3.106814,2010,120,0,7,38.0
16093,8,1,6.7537460000000005,2011,116,0,5,1462.0
16094,2,1,1.663645,1962,90,0,6,21.0
16095,11,1,0.18678699999999998,1941,81,0,6,4.0
16096,2,1,3.9519330000000004,1971,121,0,6,10.0
16097,7,13,12.653798,2009,114,0,7,265.0
16098,7,1,5.839180000000001,1997,76,0,6,47.0
16099,4,2,0.253285,2002,85,0,8,4.0
16100,7,2,0.43071099999999996,2004,79,0,6,7.0
16101,18,1,0.470645,2010,82,1,6,13.0
16102,2,1,0.504987,1930,94,0,6,6.0
16103,11,1,0.286719,1925,137,0,6,6.0
16104,5,13,1.1995120000000001,1998,97,0,5,24.0
16105,2,13,6.972722999999999,2010,133,0,6,61.0
16106,2,1,4.470133000000001,2011,90,0,7,110.0
16107,8,1,1.919746,2008,81,0,3,15.0
16108,3,1,1.192891,2009,85,0,7,5.0
16109,2,13,0.617717,1954,154,0,7,16.0
16110,7,1,1.685725,1966,25,0,7,24.0
16111,4,1,7.24717,2011,88,0,5,202.0
16112,9,1,9.754483,2009,82,0,5,91.0
16113,2,1,2.0612150000000002,1968,112,0,6,13.0
16114,14,1,0.44660900000000003,2009,105,0,6,4.0
16115,14,1,0.10698099999999999,2008,81,0,9,1.0
16116,2,1,0.700028,2009,114,0,5,9.0
16117,3,8,0.702358,1998,97,0,7,2.0
16118,3,1,0.40527199999999997,2010,85,0,6,9.0
16119,8,1,1.209344,2010,93,0,4,11.0
16120,9,1,9.844083,2010,79,0,5,66.0
16121,8,11,3.9315269999999995,2009,102,0,5,33.0
16122,6,1,1.747257,2010,89,0,6,29.0
16123,2,1,0.464837,2008,88,0,6,4.0
16124,15,1,0.165623,1948,93,0,5,2.0
16125,7,13,4.560544,2008,12,0,7,90.0
16126,7,1,1.1928370000000001,1974,25,0,8,10.0
16127,3,19,0.196975,1968,90,0,7,5.0
16128,2,10,0.22271,2003,110,0,6,5.0
16129,2,24,0.8345229999999999,2008,117,0,6,8.0
16130,5,1,0.7491359999999999,2006,105,0,4,9.0
16131,7,13,2.493824,1999,5,0,6,34.0
16132,2,1,10.320049000000001,2007,118,0,6,20.0
16133,8,1,1.909558,1987,96,0,4,22.0
16134,2,18,12.334357,2010,115,0,7,477.0
16135,2,4,5.257142,2005,100,0,4,96.0
16136,8,2,8.835512,2008,133,0,7,223.0
16137,3,1,1.0971,2009,78,0,5,14.0
16138,5,1,0.9253870000000001,2007,100,0,4,9.0
16139,14,1,0.692956,2009,89,0,7,11.0
16140,14,1,1.064957,2010,94,0,6,13.0
16141,11,1,9.267959,2011,117,0,6,1588.0
16142,3,1,0.037519,1968,101,0,6,1.0
16143,3,2,5.899325,2010,103,0,6,105.0
16144,4,1,0.242682,1927,69,0,6,3.0
16145,2,1,0.18221500000000002,1937,95,0,4,3.0
16146,3,1,2.118143,2007,94,0,6,20.0
16147,14,1,4.508588,2010,90,0,7,85.0
16148,1,1,10.174298,2011,100,0,5,958.0
16149,6,1,7.564777,2011,107,0,5,322.0
16150,3,1,8.309635,2010,96,0,6,446.0
16151,3,1,0.0027300000000000002,1977,124,0,7,1.0
16152,1,27,6.097683999999999,2010,103,0,6,590.0
16153,20,1,9.796961999999999,2011,93,0,7,2752.0
16154,2,1,7.089084,2011,120,0,7,438.0
16155,2,1,0.439499,1932,98,0,3,4.0
16156,3,1,0.546994,1944,94,0,6,6.0
16157,6,1,0.530468,1951,78,0,7,2.0
16158,2,1,1.2763520000000002,1957,114,0,7,3.0
16159,8,1,13.779526999999998,2011,110,0,5,1661.0
16160,5,1,2.475365,2005,90,0,4,23.0
16161,2,1,0.514257,2010,87,0,6,6.0
16162,2,1,2.3383979999999998,2009,109,0,6,15.0
16163,20,1,2.972178,2010,84,0,5,42.0
16164,20,1,0.9194829999999999,2009,109,0,5,15.0
16165,2,18,0.269354,1980,110,0,5,7.0
16166,14,1,0.16783299999999998,2009,127,0,7,3.0
16167,2,13,1.594746,2007,97,0,6,13.0
16168,2,40,0.46943500000000005,1999,104,1,7,5.0
16169,8,1,0.864925,2010,97,0,5,9.0
16170,3,1,6.496258999999999,2011,96,0,6,209.0
16171,5,1,4.818626999999999,2009,108,0,5,109.0
16172,2,34,3.546146,2010,108,0,6,33.0
16173,8,1,0.9761059999999999,1929,91,0,3,4.0
16174,7,1,1.2350379999999999,1983,25,0,5,9.0
16175,2,1,1.915832,2004,88,0,4,6.0
16176,2,7,0.180599,2006,98,0,5,2.0
16177,20,2,0.590414,1967,100,0,6,3.0
16178,2,1,0.6265149999999999,1928,135,0,5,4.0
16179,16,12,1.136339,2004,127,0,6,5.0
16180,3,7,0.7326050000000001,2006,129,0,4,5.0
16181,20,8,2.989962,2008,110,0,7,20.0
16182,5,1,1.776816,2008,89,0,4,28.0
16183,14,1,0.17757699999999998,1994,77,0,6,1.0
16184,2,29,0.004425,1970,100,1,6,5.0
16185,18,1,0.9079879999999999,1998,91,0,3,4.0
16186,2,1,0.14974,1997,97,0,4,3.0
16187,14,1,0.28963099999999997,2010,74,0,4,3.0
16188,7,1,8.003898,2008,8,0,7,250.0
16189,2,11,0.20797399999999996,1913,48,0,6,4.0
16190,2,11,0.29436599999999996,1917,49,0,7,8.0
16191,3,10,0.171546,1959,108,0,5,3.0
16192,2,1,5.661077,2010,122,0,7,41.0
16193,8,1,0.664745,2010,103,0,6,2.0
16194,2,25,0.874066,2008,99,0,5,8.0
16195,14,1,11.331859,2010,106,0,8,282.0
16196,1,13,5.082787000000001,2006,141,0,6,113.0
16197,14,6,0.090802,2010,76,0,5,1.0
16198,5,1,17.24814,2010,103,0,6,1775.0
16199,2,1,4.725763,2010,104,0,6,79.0
16200,3,1,1.2407540000000001,1940,110,0,6,3.0
16201,2,1,0.054127999999999996,1946,127,0,7,1.0
16202,8,1,10.926038,2011,86,0,5,213.0
16203,6,1,0.461284,1931,97,0,4,3.0
16204,12,1,0.9534,1954,93,0,5,3.0
16205,1,13,8.271179,2008,129,0,5,74.0
16206,2,1,4.480723,2011,106,0,6,176.0
16207,2,1,0.552565,1979,97,0,5,5.0
16208,2,10,6.206694000000001,2010,109,0,5,135.0
16209,8,1,0.869434,1971,136,0,6,10.0
16210,2,1,0.255576,1945,109,0,3,6.0
16211,10,1,0.808828,1956,95,0,6,6.0
16212,2,4,0.635053,2009,109,0,6,9.0
16213,3,12,0.98955,2008,98,0,5,11.0
16214,3,1,0.112515,1968,94,0,8,3.0
16215,3,1,0.166944,2009,110,0,4,4.0
16216,2,1,0.713518,1995,76,0,7,9.0
16217,7,1,8.474973,2008,74,0,5,87.0
16218,3,1,0.390554,2008,78,0,2,3.0
16219,5,1,1.179182,2004,89,0,2,7.0
16220,2,1,3.308503,2010,87,0,7,66.0
16221,2,2,0.16008,2008,102,0,8,3.0
16222,13,1,8.425361,2011,99,0,6,250.0
16223,5,2,1.026248,1975,105,0,3,11.0
16224,6,1,5.145185,2010,108,0,5,110.0
16225,3,6,5.832738,1992,95,0,5,18.0
16226,3,40,0.626525,1976,80,0,8,7.0
16227,3,40,0.8693930000000001,1975,90,0,6,14.0
16228,7,1,8.904488,2011,95,0,5,338.0
16229,2,21,0.973987,2008,96,0,4,8.0
16230,3,11,1.2179209999999998,2006,97,0,5,9.0
16231,2,10,1.150925,2005,71,0,6,13.0
16232,2,7,0.623793,2007,85,0,6,9.0
16233,2,13,0.665175,1958,99,0,5,2.0
16234,2,1,0.214229,2003,80,0,6,4.0
16235,2,10,0.113436,1984,115,0,6,3.0
16236,2,40,1.148834,1978,90,0,7,8.0
16237,13,1,1.418221,1993,93,0,5,5.0
16238,2,3,0.6994279999999999,2008,112,0,8,9.0
16239,14,1,0.7072970000000001,2010,94,0,6,9.0
16240,2,1,2.118561,2010,94,0,5,22.0
16241,2,5,0.036044,1974,83,0,5,4.0
16242,4,13,9.534232000000001,2010,141,0,7,362.0
16243,2,2,1.9930400000000001,2010,111,0,6,22.0
16244,2,1,0.862541,2009,99,0,7,4.0
16245,14,1,0.435271,1978,85,0,6,5.0
16246,2,12,0.8328270000000001,1946,93,0,6,13.0
16247,2,12,0.5738989999999999,1948,99,0,6,15.0
16248,2,1,1.052353,2004,74,0,5,6.0
16249,2,7,0.239934,1929,150,0,8,3.0
16250,2,13,0.508473,1954,101,0,7,9.0
16251,8,1,8.071196,2011,111,0,6,1284.0
16252,2,1,0.5558850000000001,1947,99,0,5,7.0
16253,11,1,1.634663,1950,98,0,5,6.0
16254,2,15,0.182169,2009,120,0,7,5.0
16255,2,10,1.2027649999999999,1973,110,0,7,8.0
16256,14,1,0.391584,1967,101,0,8,4.0
16257,8,6,4.330658000000001,2010,84,0,6,73.0
16258,3,1,0.547182,2009,84,0,5,14.0
16259,2,12,10.520394,2010,124,0,6,63.0
16260,2,12,0.515892,1950,98,0,7,13.0
16261,2,1,0.6773939999999999,2009,95,0,5,7.0
16262,2,12,0.702712,2010,99,0,6,10.0
16263,14,1,1.2275969999999998,2010,75,0,7,26.0
16264,1,1,0.8703270000000001,1988,72,0,6,14.0
16265,3,1,1.550254,2010,102,0,8,20.0
16266,3,1,9.698075,2011,110,0,5,270.0
16267,5,1,10.000721,2011,111,0,6,930.0
16268,7,1,10.403228,2011,96,0,6,2213.0
16269,8,2,2.156145,2010,139,0,6,42.0
16270,3,1,0.338929,1964,114,0,8,4.0
16271,2,1,0.942526,1950,94,0,6,3.0
16272,3,1,2.4214729999999998,1963,82,0,6,9.0
